"Idp","Vel:0","Vel:1","Vel:2","Rhop","Points:0","Points:1","Points:2"
2538,0,0,0,1000.9,1.78,0,0.32
2539,0,0,0,1000.8,1.78,0,0.34
2540,0,0,0,1000.7,1.78,0,0.36
2541,0,0,0,1000.5,1.78,0,0.38
2542,0,0,0,1000.4,1.78,0,0.4
2543,0,0,0,1000.3,1.78,0,0.42
2544,0,0,0,1000.2,1.78,0,0.44
2545,0,0,0,1000.1,1.78,0,0.46
2546,0,0,0,1000,1.78,0,0.48
2547,0,0,0,1002.5,1.8,0,0.02
2548,0,0,0,1002.4,1.8,0,0.04
2549,0,0,0,1002.3,1.8,0,0.06
2550,0,0,0,1002.2,1.8,0,0.08
2551,0,0,0,1002.1,1.8,0,0.1
2552,0,0,0,1001.9,1.8,0,0.12
2553,0,0,0,1001.8,1.8,0,0.14
2554,0,0,0,1001.7,1.8,0,0.16
2555,0,0,0,1001.6,1.8,0,0.18
2556,0,0,0,1001.5,1.8,0,0.2
2557,0,0,0,1001.4,1.8,0,0.22
2558,0,0,0,1001.3,1.8,0,0.24
2559,0,0,0,1001.2,1.8,0,0.26
2560,0,0,0,1001.1,1.8,0,0.28
2561,0,0,0,1001,1.8,0,0.3
2562,0,0,0,1000.9,1.8,0,0.32
2563,0,0,0,1000.8,1.8,0,0.34
2564,0,0,0,1000.7,1.8,0,0.36
2565,0,0,0,1000.5,1.8,0,0.38
2566,0,0,0,1000.4,1.8,0,0.4
2567,0,0,0,1000.3,1.8,0,0.42
2568,0,0,0,1000.2,1.8,0,0.44
2569,0,0,0,1000.1,1.8,0,0.46
2570,0,0,0,1000,1.8,0,0.48
2571,0,0,0,1002.5,1.82,0,0.02
2572,0,0,0,1002.4,1.82,0,0.04
2573,0,0,0,1002.3,1.82,0,0.06
2574,0,0,0,1002.2,1.82,0,0.08
2575,0,0,0,1002.1,1.82,0,0.1
2576,0,0,0,1001.9,1.82,0,0.12
2577,0,0,0,1001.8,1.82,0,0.14
2578,0,0,0,1001.7,1.82,0,0.16
2579,0,0,0,1001.6,1.82,0,0.18
2580,0,0,0,1001.5,1.82,0,0.2
2581,0,0,0,1001.4,1.82,0,0.22
2582,0,0,0,1001.3,1.82,0,0.24
2583,0,0,0,1001.2,1.82,0,0.26
2584,0,0,0,1001.1,1.82,0,0.28
2585,0,0,0,1001,1.82,0,0.3
2586,0,0,0,1000.9,1.82,0,0.32
2587,0,0,0,1000.8,1.82,0,0.34
2588,0,0,0,1000.7,1.82,0,0.36
2589,0,0,0,1000.5,1.82,0,0.38
2590,0,0,0,1000.4,1.82,0,0.4
2591,0,0,0,1000.3,1.82,0,0.42
2592,0,0,0,1000.2,1.82,0,0.44
2593,0,0,0,1000.1,1.82,0,0.46
2594,0,0,0,1000,1.82,0,0.48
2595,0,0,0,1002.5,1.84,0,0.02
2596,0,0,0,1002.4,1.84,0,0.04
2597,0,0,0,1002.3,1.84,0,0.06
2598,0,0,0,1002.2,1.84,0,0.08
2599,0,0,0,1002.1,1.84,0,0.1
2600,0,0,0,1001.9,1.84,0,0.12
2601,0,0,0,1001.8,1.84,0,0.14
2602,0,0,0,1001.7,1.84,0,0.16
2603,0,0,0,1001.6,1.84,0,0.18
2604,0,0,0,1001.5,1.84,0,0.2
2605,0,0,0,1001.4,1.84,0,0.22
2606,0,0,0,1001.3,1.84,0,0.24
2607,0,0,0,1001.2,1.84,0,0.26
2608,0,0,0,1001.1,1.84,0,0.28
2609,0,0,0,1001,1.84,0,0.3
2610,0,0,0,1000.9,1.84,0,0.32
2611,0,0,0,1000.8,1.84,0,0.34
2612,0,0,0,1000.7,1.84,0,0.36
2613,0,0,0,1000.5,1.84,0,0.38
2614,0,0,0,1000.4,1.84,0,0.4
2615,0,0,0,1000.3,1.84,0,0.42
2616,0,0,0,1000.2,1.84,0,0.44
2617,0,0,0,1000.1,1.84,0,0.46
2618,0,0,0,1000,1.84,0,0.48
2619,0,0,0,1002.5,1.86,0,0.02
2620,0,0,0,1002.4,1.86,0,0.04
2621,0,0,0,1002.3,1.86,0,0.06
2622,0,0,0,1002.2,1.86,0,0.08
2623,0,0,0,1002.1,1.86,0,0.1
2624,0,0,0,1001.9,1.86,0,0.12
2625,0,0,0,1001.8,1.86,0,0.14
2626,0,0,0,1001.7,1.86,0,0.16
2627,0,0,0,1001.6,1.86,0,0.18
2628,0,0,0,1001.5,1.86,0,0.2
2629,0,0,0,1001.4,1.86,0,0.22
2630,0,0,0,1001.3,1.86,0,0.24
2631,0,0,0,1001.2,1.86,0,0.26
2632,0,0,0,1001.1,1.86,0,0.28
2633,0,0,0,1001,1.86,0,0.3
2634,0,0,0,1000.9,1.86,0,0.32
2635,0,0,0,1000.8,1.86,0,0.34
2636,0,0,0,1000.7,1.86,0,0.36
2637,0,0,0,1000.5,1.86,0,0.38
2638,0,0,0,1000.4,1.86,0,0.4
2639,0,0,0,1000.3,1.86,0,0.42
2640,0,0,0,1000.2,1.86,0,0.44
2641,0,0,0,1000.1,1.86,0,0.46
2642,0,0,0,1000,1.86,0,0.48
2643,0,0,0,1002.5,1.88,0,0.02
2644,0,0,0,1002.4,1.88,0,0.04
2645,0,0,0,1002.3,1.88,0,0.06
2646,0,0,0,1002.2,1.88,0,0.08
2647,0,0,0,1002.1,1.88,0,0.1
2648,0,0,0,1001.9,1.88,0,0.12
2649,0,0,0,1001.8,1.88,0,0.14
2650,0,0,0,1001.7,1.88,0,0.16
2651,0,0,0,1001.6,1.88,0,0.18
2652,0,0,0,1001.5,1.88,0,0.2
2653,0,0,0,1001.4,1.88,0,0.22
2654,0,0,0,1001.3,1.88,0,0.24
2655,0,0,0,1001.2,1.88,0,0.26
2656,0,0,0,1001.1,1.88,0,0.28
2657,0,0,0,1001,1.88,0,0.3
2658,0,0,0,1000.9,1.88,0,0.32
2659,0,0,0,1000.8,1.88,0,0.34
2660,0,0,0,1000.7,1.88,0,0.36
2661,0,0,0,1000.5,1.88,0,0.38
2662,0,0,0,1000.4,1.88,0,0.4
2663,0,0,0,1000.3,1.88,0,0.42
2664,0,0,0,1000.2,1.88,0,0.44
2665,0,0,0,1000.1,1.88,0,0.46
2666,0,0,0,1000,1.88,0,0.48
2667,0,0,0,1002.5,1.9,0,0.02
2668,0,0,0,1002.4,1.9,0,0.04
2669,0,0,0,1002.3,1.9,0,0.06
2670,0,0,0,1002.2,1.9,0,0.08
2671,0,0,0,1002.1,1.9,0,0.1
2672,0,0,0,1001.9,1.9,0,0.12
2673,0,0,0,1001.8,1.9,0,0.14
2674,0,0,0,1001.7,1.9,0,0.16
2675,0,0,0,1001.6,1.9,0,0.18
2676,0,0,0,1001.5,1.9,0,0.2
2677,0,0,0,1001.4,1.9,0,0.22
2678,0,0,0,1001.3,1.9,0,0.24
2679,0,0,0,1001.2,1.9,0,0.26
2680,0,0,0,1001.1,1.9,0,0.28
2681,0,0,0,1001,1.9,0,0.3
2682,0,0,0,1000.9,1.9,0,0.32
2683,0,0,0,1000.8,1.9,0,0.34
2684,0,0,0,1000.7,1.9,0,0.36
2685,0,0,0,1000.5,1.9,0,0.38
2686,0,0,0,1000.4,1.9,0,0.4
2687,0,0,0,1000.3,1.9,0,0.42
2688,0,0,0,1000.2,1.9,0,0.44
2689,0,0,0,1000.1,1.9,0,0.46
2690,0,0,0,1000,1.9,0,0.48
2691,0,0,0,1002.5,1.92,0,0.02
2692,0,0,0,1002.4,1.92,0,0.04
2693,0,0,0,1002.3,1.92,0,0.06
2694,0,0,0,1002.2,1.92,0,0.08
2695,0,0,0,1002.1,1.92,0,0.1
2696,0,0,0,1001.9,1.92,0,0.12
2697,0,0,0,1001.8,1.92,0,0.14
2698,0,0,0,1001.7,1.92,0,0.16
2699,0,0,0,1001.6,1.92,0,0.18
2700,0,0,0,1001.5,1.92,0,0.2
2701,0,0,0,1001.4,1.92,0,0.22
2702,0,0,0,1001.3,1.92,0,0.24
2703,0,0,0,1001.2,1.92,0,0.26
2704,0,0,0,1001.1,1.92,0,0.28
2705,0,0,0,1001,1.92,0,0.3
2706,0,0,0,1000.9,1.92,0,0.32
2707,0,0,0,1000.8,1.92,0,0.34
2708,0,0,0,1000.7,1.92,0,0.36
2709,0,0,0,1000.5,1.92,0,0.38
2710,0,0,0,1000.4,1.92,0,0.4
2711,0,0,0,1000.3,1.92,0,0.42
2712,0,0,0,1000.2,1.92,0,0.44
2713,0,0,0,1000.1,1.92,0,0.46
2714,0,0,0,1000,1.92,0,0.48
2715,0,0,0,1002.5,1.94,0,0.02
2716,0,0,0,1002.4,1.94,0,0.04
2717,0,0,0,1002.3,1.94,0,0.06
2718,0,0,0,1002.2,1.94,0,0.08
2719,0,0,0,1002.1,1.94,0,0.1
2720,0,0,0,1001.9,1.94,0,0.12
2721,0,0,0,1001.8,1.94,0,0.14
2722,0,0,0,1001.7,1.94,0,0.16
2723,0,0,0,1001.6,1.94,0,0.18
2724,0,0,0,1001.5,1.94,0,0.2
2725,0,0,0,1001.4,1.94,0,0.22
2726,0,0,0,1001.3,1.94,0,0.24
2727,0,0,0,1001.2,1.94,0,0.26
2728,0,0,0,1001.1,1.94,0,0.28
2729,0,0,0,1001,1.94,0,0.3
2730,0,0,0,1000.9,1.94,0,0.32
2731,0,0,0,1000.8,1.94,0,0.34
2732,0,0,0,1000.7,1.94,0,0.36
2733,0,0,0,1000.5,1.94,0,0.38
2734,0,0,0,1000.4,1.94,0,0.4
2735,0,0,0,1000.3,1.94,0,0.42
2736,0,0,0,1000.2,1.94,0,0.44
2737,0,0,0,1000.1,1.94,0,0.46
2738,0,0,0,1000,1.94,0,0.48
2739,0,0,0,1002.5,1.96,0,0.02
2740,0,0,0,1002.4,1.96,0,0.04
2741,0,0,0,1002.3,1.96,0,0.06
2742,0,0,0,1002.2,1.96,0,0.08
2743,0,0,0,1002.1,1.96,0,0.1
2744,0,0,0,1001.9,1.96,0,0.12
2745,0,0,0,1001.8,1.96,0,0.14
2746,0,0,0,1001.7,1.96,0,0.16
2747,0,0,0,1001.6,1.96,0,0.18
2748,0,0,0,1001.5,1.96,0,0.2
2749,0,0,0,1001.4,1.96,0,0.22
2750,0,0,0,1001.3,1.96,0,0.24
2751,0,0,0,1001.2,1.96,0,0.26
2752,0,0,0,1001.1,1.96,0,0.28
2753,0,0,0,1001,1.96,0,0.3
2754,0,0,0,1000.9,1.96,0,0.32
2755,0,0,0,1000.8,1.96,0,0.34
2756,0,0,0,1000.7,1.96,0,0.36
2757,0,0,0,1000.5,1.96,0,0.38
2758,0,0,0,1000.4,1.96,0,0.4
2759,0,0,0,1000.3,1.96,0,0.42
2760,0,0,0,1000.2,1.96,0,0.44
2761,0,0,0,1000.1,1.96,0,0.46
2762,0,0,0,1000,1.96,0,0.48
2763,0,0,0,1002.5,1.98,0,0.02
2764,0,0,0,1002.4,1.98,0,0.04
2765,0,0,0,1002.3,1.98,0,0.06
2766,0,0,0,1002.2,1.98,0,0.08
2767,0,0,0,1002.1,1.98,0,0.1
2768,0,0,0,1001.9,1.98,0,0.12
2769,0,0,0,1001.8,1.98,0,0.14
2770,0,0,0,1001.7,1.98,0,0.16
2771,0,0,0,1001.6,1.98,0,0.18
2772,0,0,0,1001.5,1.98,0,0.2
2773,0,0,0,1001.4,1.98,0,0.22
2774,0,0,0,1001.3,1.98,0,0.24
2775,0,0,0,1001.2,1.98,0,0.26
2776,0,0,0,1001.1,1.98,0,0.28
2777,0,0,0,1001,1.98,0,0.3
2778,0,0,0,1000.9,1.98,0,0.32
2779,0,0,0,1000.8,1.98,0,0.34
2780,0,0,0,1000.7,1.98,0,0.36
2781,0,0,0,1000.5,1.98,0,0.38
2782,0,0,0,1000.4,1.98,0,0.4
2783,0,0,0,1000.3,1.98,0,0.42
2784,0,0,0,1000.2,1.98,0,0.44
2785,0,0,0,1000.1,1.98,0,0.46
2786,0,0,0,1000,1.98,0,0.48
2787,0,0,0,1002.5,2,0,0.02
2788,0,0,0,1002.4,2,0,0.04
2789,0,0,0,1002.3,2,0,0.06
2790,0,0,0,1002.2,2,0,0.08
2791,0,0,0,1002.1,2,0,0.1
2792,0,0,0,1001.9,2,0,0.12
2793,0,0,0,1001.8,2,0,0.14
2794,0,0,0,1001.7,2,0,0.16
2795,0,0,0,1001.6,2,0,0.18
2796,0,0,0,1001.5,2,0,0.2
2797,0,0,0,1001.4,2,0,0.22
2798,0,0,0,1001.3,2,0,0.24
2799,0,0,0,1001.2,2,0,0.26
2800,0,0,0,1001.1,2,0,0.28
2801,0,0,0,1001,2,0,0.3
2802,0,0,0,1000.9,2,0,0.32
2803,0,0,0,1000.8,2,0,0.34
2804,0,0,0,1000.7,2,0,0.36
2805,0,0,0,1000.5,2,0,0.38
2806,0,0,0,1000.4,2,0,0.4
2807,0,0,0,1000.3,2,0,0.42
2808,0,0,0,1000.2,2,0,0.44
2809,0,0,0,1000.1,2,0,0.46
2810,0,0,0,1000,2,0,0.48
2811,0,0,0,1002.5,2.02,0,0.02
2812,0,0,0,1002.4,2.02,0,0.04
2813,0,0,0,1002.3,2.02,0,0.06
2814,0,0,0,1002.2,2.02,0,0.08
2815,0,0,0,1002.1,2.02,0,0.1
2816,0,0,0,1001.9,2.02,0,0.12
2817,0,0,0,1001.8,2.02,0,0.14
2818,0,0,0,1001.7,2.02,0,0.16
2819,0,0,0,1001.6,2.02,0,0.18
2820,0,0,0,1001.5,2.02,0,0.2
2821,0,0,0,1001.4,2.02,0,0.22
2822,0,0,0,1001.3,2.02,0,0.24
2823,0,0,0,1001.2,2.02,0,0.26
2824,0,0,0,1001.1,2.02,0,0.28
2825,0,0,0,1001,2.02,0,0.3
2826,0,0,0,1000.9,2.02,0,0.32
2827,0,0,0,1000.8,2.02,0,0.34
2828,0,0,0,1000.7,2.02,0,0.36
2829,0,0,0,1000.5,2.02,0,0.38
2830,0,0,0,1000.4,2.02,0,0.4
2831,0,0,0,1000.3,2.02,0,0.42
2832,0,0,0,1000.2,2.02,0,0.44
2833,0,0,0,1000.1,2.02,0,0.46
2834,0,0,0,1000,2.02,0,0.48
2835,0,0,0,1002.5,2.04,0,0.02
2836,0,0,0,1002.4,2.04,0,0.04
2837,0,0,0,1002.3,2.04,0,0.06
2838,0,0,0,1002.2,2.04,0,0.08
2839,0,0,0,1002.1,2.04,0,0.1
2840,0,0,0,1001.9,2.04,0,0.12
2841,0,0,0,1001.8,2.04,0,0.14
2842,0,0,0,1001.7,2.04,0,0.16
2843,0,0,0,1001.6,2.04,0,0.18
2844,0,0,0,1001.5,2.04,0,0.2
2845,0,0,0,1001.4,2.04,0,0.22
2846,0,0,0,1001.3,2.04,0,0.24
2847,0,0,0,1001.2,2.04,0,0.26
2848,0,0,0,1001.1,2.04,0,0.28
2849,0,0,0,1001,2.04,0,0.3
2850,0,0,0,1000.9,2.04,0,0.32
2851,0,0,0,1000.8,2.04,0,0.34
2852,0,0,0,1000.7,2.04,0,0.36
2853,0,0,0,1000.5,2.04,0,0.38
2854,0,0,0,1000.4,2.04,0,0.4
2855,0,0,0,1000.3,2.04,0,0.42
2856,0,0,0,1000.2,2.04,0,0.44
2857,0,0,0,1000.1,2.04,0,0.46
2858,0,0,0,1000,2.04,0,0.48
2859,0,0,0,1002.5,2.06,0,0.02
2860,0,0,0,1002.4,2.06,0,0.04
2861,0,0,0,1002.3,2.06,0,0.06
2862,0,0,0,1002.2,2.06,0,0.08
2863,0,0,0,1002.1,2.06,0,0.1
2864,0,0,0,1001.9,2.06,0,0.12
2865,0,0,0,1001.8,2.06,0,0.14
2866,0,0,0,1001.7,2.06,0,0.16
2867,0,0,0,1001.6,2.06,0,0.18
2868,0,0,0,1001.5,2.06,0,0.2
2869,0,0,0,1001.4,2.06,0,0.22
2870,0,0,0,1001.3,2.06,0,0.24
2871,0,0,0,1001.2,2.06,0,0.26
2872,0,0,0,1001.1,2.06,0,0.28
2873,0,0,0,1001,2.06,0,0.3
2874,0,0,0,1000.9,2.06,0,0.32
2875,0,0,0,1000.8,2.06,0,0.34
2876,0,0,0,1000.7,2.06,0,0.36
2877,0,0,0,1000.5,2.06,0,0.38
2878,0,0,0,1000.4,2.06,0,0.4
2879,0,0,0,1000.3,2.06,0,0.42
2880,0,0,0,1000.2,2.06,0,0.44
2881,0,0,0,1000.1,2.06,0,0.46
2882,0,0,0,1000,2.06,0,0.48
2883,0,0,0,1002.5,2.08,0,0.02
2884,0,0,0,1002.4,2.08,0,0.04
2885,0,0,0,1002.3,2.08,0,0.06
2886,0,0,0,1002.2,2.08,0,0.08
2887,0,0,0,1002.1,2.08,0,0.1
2888,0,0,0,1001.9,2.08,0,0.12
2889,0,0,0,1001.8,2.08,0,0.14
2890,0,0,0,1001.7,2.08,0,0.16
2891,0,0,0,1001.6,2.08,0,0.18
2892,0,0,0,1001.5,2.08,0,0.2
2893,0,0,0,1001.4,2.08,0,0.22
2894,0,0,0,1001.3,2.08,0,0.24
2895,0,0,0,1001.2,2.08,0,0.26
2896,0,0,0,1001.1,2.08,0,0.28
2897,0,0,0,1001,2.08,0,0.3
2898,0,0,0,1000.9,2.08,0,0.32
2899,0,0,0,1000.8,2.08,0,0.34
2900,0,0,0,1000.7,2.08,0,0.36
2901,0,0,0,1000.5,2.08,0,0.38
2902,0,0,0,1000.4,2.08,0,0.4
2903,0,0,0,1000.3,2.08,0,0.42
2904,0,0,0,1000.2,2.08,0,0.44
2905,0,0,0,1000.1,2.08,0,0.46
2906,0,0,0,1000,2.08,0,0.48
2907,0,0,0,1002.5,2.1,0,0.02
2908,0,0,0,1002.4,2.1,0,0.04
2909,0,0,0,1002.3,2.1,0,0.06
2910,0,0,0,1002.2,2.1,0,0.08
2911,0,0,0,1002.1,2.1,0,0.1
2912,0,0,0,1001.9,2.1,0,0.12
2913,0,0,0,1001.8,2.1,0,0.14
2914,0,0,0,1001.7,2.1,0,0.16
2915,0,0,0,1001.6,2.1,0,0.18
2916,0,0,0,1001.5,2.1,0,0.2
2917,0,0,0,1001.4,2.1,0,0.22
2918,0,0,0,1001.3,2.1,0,0.24
2919,0,0,0,1001.2,2.1,0,0.26
2920,0,0,0,1001.1,2.1,0,0.28
2921,0,0,0,1001,2.1,0,0.3
2922,0,0,0,1000.9,2.1,0,0.32
2923,0,0,0,1000.8,2.1,0,0.34
2924,0,0,0,1000.7,2.1,0,0.36
2925,0,0,0,1000.5,2.1,0,0.38
2926,0,0,0,1000.4,2.1,0,0.4
2927,0,0,0,1000.3,2.1,0,0.42
2928,0,0,0,1000.2,2.1,0,0.44
2929,0,0,0,1000.1,2.1,0,0.46
2930,0,0,0,1000,2.1,0,0.48
2931,0,0,0,1002.5,2.12,0,0.02
2932,0,0,0,1002.4,2.12,0,0.04
2933,0,0,0,1002.3,2.12,0,0.06
2934,0,0,0,1002.2,2.12,0,0.08
2935,0,0,0,1002.1,2.12,0,0.1
2936,0,0,0,1001.9,2.12,0,0.12
2937,0,0,0,1001.8,2.12,0,0.14
2938,0,0,0,1001.7,2.12,0,0.16
2939,0,0,0,1001.6,2.12,0,0.18
2940,0,0,0,1001.5,2.12,0,0.2
2941,0,0,0,1001.4,2.12,0,0.22
2942,0,0,0,1001.3,2.12,0,0.24
2943,0,0,0,1001.2,2.12,0,0.26
2944,0,0,0,1001.1,2.12,0,0.28
2945,0,0,0,1001,2.12,0,0.3
2946,0,0,0,1000.9,2.12,0,0.32
2947,0,0,0,1000.8,2.12,0,0.34
2948,0,0,0,1000.7,2.12,0,0.36
2949,0,0,0,1000.5,2.12,0,0.38
2950,0,0,0,1000.4,2.12,0,0.4
2951,0,0,0,1000.3,2.12,0,0.42
2952,0,0,0,1000.2,2.12,0,0.44
2953,0,0,0,1000.1,2.12,0,0.46
2954,0,0,0,1000,2.12,0,0.48
2955,0,0,0,1002.5,2.14,0,0.02
2956,0,0,0,1002.4,2.14,0,0.04
2957,0,0,0,1002.3,2.14,0,0.06
2958,0,0,0,1002.2,2.14,0,0.08
2959,0,0,0,1002.1,2.14,0,0.1
2960,0,0,0,1001.9,2.14,0,0.12
2961,0,0,0,1001.8,2.14,0,0.14
2962,0,0,0,1001.7,2.14,0,0.16
2963,0,0,0,1001.6,2.14,0,0.18
2964,0,0,0,1001.5,2.14,0,0.2
2965,0,0,0,1001.4,2.14,0,0.22
2966,0,0,0,1001.3,2.14,0,0.24
2967,0,0,0,1001.2,2.14,0,0.26
2968,0,0,0,1001.1,2.14,0,0.28
2969,0,0,0,1001,2.14,0,0.3
2970,0,0,0,1000.9,2.14,0,0.32
2971,0,0,0,1000.8,2.14,0,0.34
2972,0,0,0,1000.7,2.14,0,0.36
2973,0,0,0,1000.5,2.14,0,0.38
2974,0,0,0,1000.4,2.14,0,0.4
2975,0,0,0,1000.3,2.14,0,0.42
2976,0,0,0,1000.2,2.14,0,0.44
2977,0,0,0,1000.1,2.14,0,0.46
2978,0,0,0,1000,2.14,0,0.48
2979,0,0,0,1002.5,2.16,0,0.02
2980,0,0,0,1002.4,2.16,0,0.04
2981,0,0,0,1002.3,2.16,0,0.06
2982,0,0,0,1002.2,2.16,0,0.08
2983,0,0,0,1002.1,2.16,0,0.1
2984,0,0,0,1001.9,2.16,0,0.12
2985,0,0,0,1001.8,2.16,0,0.14
2986,0,0,0,1001.7,2.16,0,0.16
2987,0,0,0,1001.6,2.16,0,0.18
2988,0,0,0,1001.5,2.16,0,0.2
2989,0,0,0,1001.4,2.16,0,0.22
2990,0,0,0,1001.3,2.16,0,0.24
2991,0,0,0,1001.2,2.16,0,0.26
2992,0,0,0,1001.1,2.16,0,0.28
2993,0,0,0,1001,2.16,0,0.3
2994,0,0,0,1000.9,2.16,0,0.32
2995,0,0,0,1000.8,2.16,0,0.34
2996,0,0,0,1000.7,2.16,0,0.36
2997,0,0,0,1000.5,2.16,0,0.38
2998,0,0,0,1000.4,2.16,0,0.4
2999,0,0,0,1000.3,2.16,0,0.42
3000,0,0,0,1000.2,2.16,0,0.44
3001,0,0,0,1000.1,2.16,0,0.46
3002,0,0,0,1000,2.16,0,0.48
3003,0,0,0,1002.5,2.18,0,0.02
3004,0,0,0,1002.4,2.18,0,0.04
3005,0,0,0,1002.3,2.18,0,0.06
3006,0,0,0,1002.2,2.18,0,0.08
3007,0,0,0,1002.1,2.18,0,0.1
3008,0,0,0,1001.9,2.18,0,0.12
3009,0,0,0,1001.8,2.18,0,0.14
3010,0,0,0,1001.7,2.18,0,0.16
3011,0,0,0,1001.6,2.18,0,0.18
3012,0,0,0,1001.5,2.18,0,0.2
3013,0,0,0,1001.4,2.18,0,0.22
3014,0,0,0,1001.3,2.18,0,0.24
3015,0,0,0,1001.2,2.18,0,0.26
3016,0,0,0,1001.1,2.18,0,0.28
3017,0,0,0,1001,2.18,0,0.3
3018,0,0,0,1000.9,2.18,0,0.32
3019,0,0,0,1000.8,2.18,0,0.34
3020,0,0,0,1000.7,2.18,0,0.36
3021,0,0,0,1000.5,2.18,0,0.38
3022,0,0,0,1000.4,2.18,0,0.4
3023,0,0,0,1000.3,2.18,0,0.42
3024,0,0,0,1000.2,2.18,0,0.44
3025,0,0,0,1000.1,2.18,0,0.46
3026,0,0,0,1000,2.18,0,0.48
